cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength,frequency1,frequency2,frequency_band
GM0167,GM0576,Biyagama_EPZ-GM0167-26G/1268-24-ODU-1(RTNRF-1),MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.953889,6.959444,80.007778,79.949167,curw_IBATTARA2,8.494851477639637,6.908,79.919,533,1758,6.505900787304113," 25,126.50 "," 26,134.50 ",26
CM0165,CM0977,Ratmalana-CM0165-26G/1239-24-ODU-1(RTNRF-1),Huludagoda_Road-CM0977-26G/1239-24-ODU-1(RTNRF-1),Colombo,Colombo,6.83251,6.831111,79.8677,79.873611,curw_IBATTARA2,9.977230913582035,6.908,79.919,1116,2341,0.6714365251025421," 26,134.50 "," 25,126.50 ",26
GM0167,GM0576,Biyagama_EPZ-GM0167-26G/1268-23-ODU-1(RTNRF-1),MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.953889,6.959444,80.007778,79.949167,curw_IBATTARA2,8.494851477639637,6.908,79.919,532,1757,6.505900787304113," 25,126.50 "," 26,134.50 ",26
GM0005,GM0311,Biyagama-GM0005-18G/1599-23-ODU-1(RTNRF-1),Ganewatta_Mobitel-GM0311-18G/1599-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96481,6.950281,80.0093,79.976872,curw_IBATTARA2,9.851619661696516,6.908,79.919,659,1884,3.927201442860413," 18,765.00 "," 17,755.00 ",18
CM0165,CM0977,Ratmalana-CM0165-26G/1239-23-ODU-1(RTNRF-1),Huludagoda_Road-CM0977-26G/1239-23-ODU-1(RTNRF-1),Colombo,Colombo,6.83251,6.831111,79.8677,79.873611,curw_IBATTARA2,9.977230913582035,6.908,79.919,1115,2340,0.6714365251025421," 26,134.50 "," 25,126.50 ",26
GM0005,GM0311,Biyagama-GM0005-18G/1599-24-ODU-1(RTNRF-1),Ganewatta_Mobitel-GM0311-18G/1599-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96481,6.950281,80.0093,79.976872,curw_IBATTARA2,9.851619661696516,6.908,79.919,660,1885,3.927201442860413," 18,765.00 "," 17,755.00 ",18
CM0156,CM0721,Mt_Lavinia-CM0156-23G/1449-23-ODU-1(RTNRF-1),Mt_Lavinia_Hotel_Ind-CM0721-23G/1449-23-ODU-1(RTNRF-1),Colombo,Colombo,6.84257,6.83317,79.8669,79.8619,curw_IBATTARA2,9.826891149216236,6.908,79.919,254,1479,1.1773250940052395," 23,086.00 "," 21,854.00 ",23
CM0156,CM0721,Mt_Lavinia-CM0156-23G/1449-24-ODU-1(RTNRF-1),Mt_Lavinia_Hotel_Ind-CM0721-23G/1449-24-ODU-1(RTNRF-1),Colombo,Colombo,6.84257,6.83317,79.8669,79.8619,curw_IBATTARA2,9.826891149216236,6.908,79.919,255,1480,1.1773250940052395," 23,086.00 "," 21,854.00 ",23
CM0156,CM0338,Mt_Lavinia-CM0156-26G/1207-23-ODU-1(RTNRF-1),Watarappola-CM0338-26G/1207-23-ODU-1(RTNRF-1),Colombo,Colombo,6.84257,6.83911,79.8669,79.8708,curw_IBATTARA2,9.267497874794278,6.908,79.919,908,2133,0.5764033323188705," 26,050.50 "," 25,042.50 ",26
GM0034,GM0206,Mawaramandiya-GM0034-26G/1373-23-ODU-1(RTNRF-1),Makola_South-GM0206-26G/1373-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,6.98275,79.9757,79.967583,curw_ambatale,6.034428666815838,6.935762,79.947458,812,2037,0.9937985541167553, / , / ,26
GM0022,GM0127,Kadawatha-GM0022-18G/602-24-ODU-1(RTNRF-1),Kadawatha_North-GM0127-18G/602-24-ODU-1(RTNRF-1),Gampaha,Gampaha,7.00115,7.02531,79.9452,79.9638,curw_ambatale,8.602502938227927,6.935762,79.947458,892,2117,3.3708408495145346," 18,737.50 "," 17,727.50 ",18
GM0034,GM0235,Mawaramandiya-GM0034-18G/518-24-ODU-1(RTNRF-1),Weboda_South-GM0235-18G/518-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,6.999,79.9757,80.0061,curw_ambatale,7.927667451200561,6.935762,79.947458,931,2156,3.627404845105741," 17,755.00 "," 18,765.00 ",18
GM0126,GM0319,Kadawatha_South-GM0126-18G/808-24-ODU-1(RTNRF-1),Gonahena_East-GM0319-18G/808-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99,6.99601,79.9575,79.9917,curw_ambatale,7.005100891935366,6.935762,79.947458,82,1307,3.8369972333483418," 18,765.00 "," 17,755.00 ",18
GM0034,GM0492,Mawaramandiya_Dialog-GM0034-23G/1660-23-ODU-1(RTNRF-1),Gonahena_Reloc-GM0492-23G/1660-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,7.003333,79.9757,79.978333,curw_ambatale,7.317959951807188,6.935762,79.947458,911,2136,1.8710608745836403," 23,114.00 "," 21,882.00 ",23
GM0042,GM0190,Ragama-GM0042-23G/581-24-ODU-1(RTNRF-1),Kurukulawa-GM0190-23G/581-24-ODU-1(RTNRF-1),Gampaha,Gampaha,7.03004,7.01456,79.9243,79.9285,curw_ambatale,9.84911541976814,6.935762,79.947458,759,1984,1.773728073505036," 23,086.00 "," 21,854.00 ",23
GM0005,GM0150,Biyagama-GM0005-18G/1356-24-ODU-1(RTNRF-1),Mapitigama-GM0150-18G/1356-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96481,6.92638,80.0093,80.0428,curw_ambatale,8.752945176316068,6.935762,79.947458,942,2167,5.636255381430076," 18,765.00 "," 17,755.00 ",18
GM0042,GM0190,Ragama-GM0042-23G/581-23-ODU-1(RTNRF-1),Kurukulawa-GM0190-23G/581-23-ODU-1(RTNRF-1),Gampaha,Gampaha,7.03004,7.01456,79.9243,79.9285,curw_ambatale,9.84911541976814,6.935762,79.947458,758,1983,1.773728073505036," 23,086.00 "," 21,854.00 ",23
GM0034,GM0359,Mawaramandiya-GM0034-23G/1439-23-ODU-1(RTNRF-1),Siyambalape_North-GM0359-23G/1439-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,6.9825,79.9757,79.9889,curw_ambatale,6.629277812720026,6.935762,79.947458,604,1829,1.5280941368078234," 23,086.00 "," 21,854.00 ",23
GM0118,GM0113,Malwana-GM0118-18G/875-23-ODU-1(RTNRF-1),Dekatana-GM0113-18G/875-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95196,6.97406,80.0225,80.0383,curw_ambatale,9.64831964745926,6.935762,79.947458,268,1493,3.0036266266063745," 17,782.50 "," 18,792.50 ",18
GM0034,GM0359,Mawaramandiya-GM0034-23G/1439-24-ODU-1(RTNRF-1),Siyambalape_North-GM0359-23G/1439-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,6.9825,79.9757,79.9889,curw_ambatale,6.629277812720026,6.935762,79.947458,605,1830,1.5280941368078234," 23,086.00 "," 21,854.00 ",23
GM0034,GM0235,Mawaramandiya-GM0034-18G/518-23-ODU-1(RTNRF-1),Weboda_South-GM0235-18G/518-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,6.999,79.9757,80.0061,curw_ambatale,7.927667451200561,6.935762,79.947458,930,2155,3.627404845105741," 17,755.00 "," 18,765.00 ",18
GM0126,GM0693,Kadawatha South Dialog-GM0126-23G/1657-23-ODU-1(RTNRF-1),Kadawatha_Town_North-GM0693-23G/1657-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99,7.010658,79.9575,79.957789,curw_ambatale,7.228683214557597,6.935762,79.947458,141,1366,2.284807297396566," 21,882.00 "," 23,114.00 ",23
GM0034,GM0492,Mawaramandiya_Dialog-GM0034-23G/1660-24-ODU-1(RTNRF-1),Gonahena_Reloc-GM0492-23G/1660-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,7.003333,79.9757,79.978333,curw_ambatale,7.317959951807188,6.935762,79.947458,912,2137,1.8710608745836403," 23,114.00 "," 21,882.00 ",23
GM0126,GM0319,Kadawatha_South-GM0126-18G/808-23-ODU-1(RTNRF-1),Gonahena_East-GM0319-18G/808-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99,6.99601,79.9575,79.9917,curw_ambatale,7.005100891935366,6.935762,79.947458,81,1306,3.8369972333483418," 18,765.00 "," 17,755.00 ",18
GM0034,GM0152,Mawaramandiya-GM0034-18G/1070-23-ODU-1(RTNRF-1),Weboda-GM0152-18G/1070-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,7.01538,79.9757,79.9951,curw_ambatale,8.3445019656683,6.935762,79.947458,279,1504,3.8355168821777768," 17,782.50 "," 18,792.50 ",18
GM0022,GM0127,Kadawatha-GM0022-18G/602-23-ODU-1(RTNRF-1),Kadawatha_North-GM0127-18G/602-23-ODU-1(RTNRF-1),Gampaha,Gampaha,7.00115,7.02531,79.9452,79.9638,curw_ambatale,8.602502938227927,6.935762,79.947458,891,2116,3.3708408495145346," 18,737.50 "," 17,727.50 ",18
GM0034,GM0683,Mawaramandiya-GM0034-18G/1777-23-ODU-1(RTNRF-1),Meegahawatta-GM0683-18G/1777-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,6.990472,79.9757,80.002083,curw_ambatale,7.418808390888543,6.935762,79.947458,294,1519,2.9462266038126796, / , / ,18
GM0034,GM0152,Mawaramandiya-GM0034-18G/1070-24-ODU-1(RTNRF-1),Weboda-GM0152-18G/1070-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.98662,7.01538,79.9757,79.9951,curw_ambatale,8.3445019656683,6.935762,79.947458,280,1505,3.8355168821777768," 17,782.50 "," 18,792.50 ",18
GM0005,GM0150,Biyagama-GM0005-18G/1356-23-ODU-1(RTNRF-1),Mapitigama-GM0150-18G/1356-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96481,6.92638,80.0093,80.0428,curw_ambatale,8.752945176316068,6.935762,79.947458,941,2166,5.636255381430076," 18,765.00 "," 17,755.00 ",18
GM0005,GM0587,Biyagama-GM0005-23G/1416-23-ODU-1(RTNRF-1),Peragashandiya-GM0587-23G/1416-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96481,6.960833,80.0093,79.996389,curw_ambatale,6.813000205306493,6.935762,79.947458,707,1932,1.4929702970781458," 23,058.00 "," 21,826.00 ",23
JA0003,JA0095,Jaffna_SLT-JA0003-15G/800-25-ODU-1(RTNRF-1),Allapiddy-JA0095-15G/800-25-ODU-1(RTNRF-1),Jaffna,Jaffna,9.66563,9.621944,80.006,79.9675,curw_jaffna,5.090300418506648,9.6607949,80.0298459,427,1652,6.418980509009531," 15,047.00 "," 14,557.00 ",15
JA0097,JA0015,Nallur_North-JA0097-23G/1032-24-ODU-1(RTNRF-1),Thirunalveli-JA0015-23G/1032-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.68893,80.0419,80.0274,curw_jaffna,3.0145768104079744,9.6607949,80.0298459,695,1920,1.6170421896956062," 21,882.00 "," 23,114.00 ",23
JA0057,JA0136,Nunavil-JA0057-18G/671-23-ODU-1(RTNRF-1),Koyilakkandi-JA0136-18G/671-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.66789,9.6475,80.1355,80.098333,curw_jaffna,9.562292154571535,9.6607949,80.0298459,74,1299,4.661080806663205," 17,755.00 "," 18,765.00 ",18
JA0097,JA0029,Nallur_North-JA0097-23G/1034-23-ODU-1(RTNRF-1),Nallur-JA0029-23G/1034-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.67653,80.0419,80.0323,curw_jaffna,2.417223132436601,9.6607949,80.0298459,842,2067,1.5115811776886923," 23,058.00 "," 21,826.00 ",23
JA0014,JA0043,Kokkuwil-JA0014-23G/1038-23-ODU-1(RTNRF-1),Inuwil-JA0043-23G/1038-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71101,9.72239,80.019,80.0236,curw_jaffna,6.254141963717592,9.6607949,80.0298459,1145,2370,1.3561372923264452," 21,882.00 "," 23,114.00 ",23
JA0097,JA0015,Nallur_North-JA0097-23G/1032-23-ODU-1(RTNRF-1),Thirunalveli-JA0015-23G/1032-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.68893,80.0419,80.0274,curw_jaffna,3.0145768104079744,9.6607949,80.0298459,694,1919,1.6170421896956062," 21,882.00 "," 23,114.00 ",23
JA0005,JA0066,Manipai-JA0005-23G/1040-25-ODU-1(RTNRF-1),Anaicottai-JA0066-23G/1040-25-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.700556,79.997,79.997778,curw_jaffna,6.566299148810689,9.6607949,80.0298459,954,2179,2.23852178347161," 21,938.00 "," 23,170.00 ",23
JA0097,JA0138,Nallur_North-JA0097-23G/1537-24-ODU-1(RTNRF-1),Thirunerveli_Town_Dialog-JA0138-23G/1537-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.682581,80.0419,80.024519,curw_jaffna,2.642902654712773,9.6607949,80.0298459,1171,2396,1.9520028320830345," 23,086.00 "," 21,854.00 ",23
JA0097,JA0124,Nallur_North-JA0097-23G/705-24-ODU-1(RTNRF-1),Nallur_East-JA0124-23G/705-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.672222,80.0419,80.0425,curw_jaffna,2.4528964493567336,9.6607949,80.0298459,703,1928,1.5618135033512892," 23,058.00 "," 21,826.00 ",23
JA0022,JA0003,Chundukuli MTU-JA0022-18G/1159-25-ODU-1(RTNRF-1),Jaffna_SLT-JA0003-18G/1159-25-ODU-1(RTNRF-1),Jaffna,Jaffna,9.65571,9.66563,80.0335,80.006,curw_jaffna,1.108123042834522,9.6607949,80.0298459,559,1784,3.211408031229942," 17,855.00 "," 18,865.00 ",18
JA0097,JA0138,Nallur_North-JA0097-23G/1537-23-ODU-1(RTNRF-1),Thirunerveli_Town_Dialog-JA0138-23G/1537-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.682581,80.0419,80.024519,curw_jaffna,2.642902654712773,9.6607949,80.0298459,1170,2395,1.9520028320830345," 23,086.00 "," 21,854.00 ",23
JA0005,JA0059,Manipai-JA0005-18G/1171-24-ODU-1(RTNRF-1),Araly-JA0059-18G/1171-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.707778,79.997,79.947778,curw_jaffna,8.64602502565918,9.6607949,80.0298459,801,2026,5.589485277467113," 17,727.50 "," 18,737.50 ",18
JA0014,JA0043,Kokkuwil-JA0014-23G/1038-25-ODU-1(RTNRF-1),Inuwil-JA0043-23G/1038-25-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71101,9.72239,80.019,80.0236,curw_jaffna,6.254141963717592,9.6607949,80.0298459,1146,2371,1.3561372923264452," 21,882.00 "," 23,114.00 ",23
JA0003,JA0095,Jaffna_SLT-JA0003-15G/800-23-ODU-1(RTNRF-1),Allapiddy-JA0095-15G/800-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.66563,9.621944,80.006,79.9675,curw_jaffna,5.090300418506648,9.6607949,80.0298459,426,1651,6.418980509009531," 15,047.00 "," 14,557.00 ",15
JA0039,JA0037,Jaffna_N-JA0039-26G/1327-23-ODU-1(RTNRF-1),Jaffna_Town-JA0037-26G/1327-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.676111,9.67027,80.009722,80.0115,curw_jaffna,2.517157780274443,9.6607949,80.0298459,116,1341,0.6748727632264482," 25,015.00 "," 26,023.00 ",26
JA0005,JA0137,Manipai-JA0005-26G/725-23-ODU-1(RTNRF-1),Manipai_Town-JA0137-26G/725-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.72556,79.997,80.0031,curw_jaffna,7.634698953275518,9.6607949,80.0298459,289,1514,0.852971647066741," 25,070.50 "," 26,078.50 ",26
JA0005,JA0059,Manipai-JA0005-18G/1171-23-ODU-1(RTNRF-1),Araly-JA0059-18G/1171-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.707778,79.997,79.947778,curw_jaffna,8.64602502565918,9.6607949,80.0298459,800,2025,5.589485277467113," 17,727.50 "," 18,737.50 ",18
JA0097,JA0124,Nallur_North-JA0097-23G/705-23-ODU-1(RTNRF-1),Nallur_East-JA0124-23G/705-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.672222,80.0419,80.0425,curw_jaffna,2.4528964493567336,9.6607949,80.0298459,702,1927,1.5618135033512892," 23,058.00 "," 21,826.00 ",23
JA0022,JA0123,Chundukkuli-JA0022-26G/724-24-ODU-1(RTNRF-1),Chundukkuli_North-JA0123-26G/724-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.65571,9.65721,80.0335,80.0389,curw_jaffna,0.8462958057499773,9.6607949,80.0298459,983,2208,0.6154477927895986," 25,938.50 "," 24,930.50 ",26
JA0014,JA0131,Kokuwil-JA0014-18G/851-23-ODU-1(RTNRF-1),Anaicottai_South-JA0131-18G/851-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71101,9.687778,80.019,80.005833,curw_jaffna,4.6781946431890615,9.6607949,80.0298459,469,1694,2.9479877115089774," 17,810.00 "," 18,820.00 ",18
JA0005,JA0066,Manipai-JA0005-23G/1040-23-ODU-1(RTNRF-1),Anaicottai-JA0066-23G/1040-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.700556,79.997,79.997778,curw_jaffna,6.566299148810689,9.6607949,80.0298459,953,2178,2.23852178347161," 21,938.00 "," 23,170.00 ",23
JA0005,JA0137,Manipai-JA0005-26G/725-24-ODU-1(RTNRF-1),Manipai_Town-JA0137-26G/725-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.72556,79.997,80.0031,curw_jaffna,7.634698953275518,9.6607949,80.0298459,290,1515,0.852971647066741," 25,070.50 "," 26,078.50 ",26
JA0014,JA0101,Kokuwil-JA0014-23G/1421-23-ODU-1(RTNRF-1),Kokuwil_South-JA0101-23G/1421-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71101,9.698333,80.019,80.014722,curw_jaffna,5.0578943241271475,9.6607949,80.0298459,401,1626,1.478652298395632," 21,910.00 "," 23,142.00 ",23
JA0003,JA0038,Jaffna_SLT-JA0003-23G/886-23-ODU-1(RTNRF-1),Karaiyur-JA0038-23G/886-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.66563,9.655278,80.006,80.020833,curw_jaffna,1.8035407792927973,9.6607949,80.0298459,484,1709,1.9902737331188463," 21,910.00 "," 23,142.00 ",23
JA0097,JA0147,Nallur_North-JA0097-18G/1684-24-ODU-1(RTNRF-1),Colombuthurai-JA0147-18G/1684-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.655556,80.0419,80.0475,curw_jaffna,1.9792712007262159,9.6607949,80.0298459,1194,2419,3.4588174592553527," 18,765.00 "," 17,755.00 ",18
JA0014,JA0020,Kokuvil_Dialog-JA0014-23G/1621-23-ODU-1(RTNRF-1),Kokuvil_Town-JA0020-23G/1621-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71101,9.699722,80.019,80.012778,curw_jaffna,5.162282419415958,9.6607949,80.0298459,139,1364,1.4230213523695354," 21,854.00 "," 23,086.00 ",23
JA0041,JA0014,Urumpirai-JA0041-18G/1164-23-ODU-1(RTNRF-1),Kokuwil-JA0014-18G/1164-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71544,9.71101,80.0429,80.019,curw_jaffna,5.800334707868296,9.6607949,80.0298459,989,2214,2.66802457711331," 18,820.00 "," 17,810.00 ",18
JA0033,JA0097,Kandarmadam-JA0033-23G/1035-24-ODU-1(RTNRF-1),Nallur_North-JA0097-23G/1035-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.67718,9.68633,80.0183,80.0419,curw_jaffna,2.318472568333113,9.6607949,80.0298459,49,1274,2.7806758555601343," 22,050.00 "," 23,282.00 ",23
JA0011,JA0035,Chunnakam_DTP-JA0011-26G/1359-23-ODU-1(RTNRF-1),Chunnakam_SLT-JA0035-26G/1359-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.74961,9.74531,80.0291,80.0307,curw_jaffna,9.585667256057594,9.6607949,80.0298459,6,1231,0.5069728755548647," 25,071.00 "," 26,079.00 ",26
JA0057,JA0136,Nunavil-JA0057-18G/671-24-ODU-1(RTNRF-1),Koyilakkandi-JA0136-18G/671-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.66789,9.6475,80.1355,80.098333,curw_jaffna,9.562292154571535,9.6607949,80.0298459,75,1300,4.661080806663205," 17,755.00 "," 18,765.00 ",18
JA0033,JA0097,Kandarmadam-JA0033-23G/1035-23-ODU-1(RTNRF-1),Nallur_North-JA0097-23G/1035-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.67718,9.68633,80.0183,80.0419,curw_jaffna,2.318472568333113,9.6607949,80.0298459,48,1273,2.7806758555601343," 22,050.00 "," 23,282.00 ",23
JA0005,JA0058,Manipai-JA0005-23G/885-23-ODU-1(RTNRF-1),Walikamam-JA0058-23G/885-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.72078,9.715833,79.997,79.980556,curw_jaffna,7.795870862295296,9.6607949,80.0298459,689,1914,1.885576515904124," 21,882.00 "," 23,114.00 ",23
JA0014,JA0101,Kokuwil-JA0014-23G/1421-24-ODU-1(RTNRF-1),Kokuwil_South-JA0101-23G/1421-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71101,9.698333,80.019,80.014722,curw_jaffna,5.0578943241271475,9.6607949,80.0298459,402,1627,1.478652298395632," 21,910.00 "," 23,142.00 ",23
JA0097,JA0147,Nallur_North-JA0097-18G/1684-23-ODU-1(RTNRF-1),Colombuthurai-JA0147-18G/1684-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.68633,9.655556,80.0419,80.0475,curw_jaffna,1.9792712007262159,9.6607949,80.0298459,1193,2418,3.4588174592553527," 18,765.00 "," 17,755.00 ",18
JA0041,JA0014,Urumpirai-JA0041-18G/1164-24-ODU-1(RTNRF-1),Kokuwil-JA0014-18G/1164-24-ODU-1(RTNRF-1),Jaffna,Jaffna,9.71544,9.71101,80.0429,80.019,curw_jaffna,5.800334707868296,9.6607949,80.0298459,990,2215,2.66802457711331," 18,820.00 "," 17,810.00 ",18
JA0022,JA0003,Chundukuli MTU-JA0022-18G/1159-23-ODU-1(RTNRF-1),Jaffna_SLT-JA0003-18G/1159-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.65571,9.66563,80.0335,80.006,curw_jaffna,1.108123042834522,9.6607949,80.0298459,558,1783,3.211408031229942," 17,855.00 "," 18,865.00 ",18
JA0022,JA0123,Chundukkuli-JA0022-26G/724-23-ODU-1(RTNRF-1),Chundukkuli_North-JA0123-26G/724-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.65571,9.65721,80.0335,80.0389,curw_jaffna,0.8462958057499773,9.6607949,80.0298459,982,2207,0.6154477927895986," 25,938.50 "," 24,930.50 ",26
JA0037,JA0120,Jaffna_Town-JA0037-23G/771-23-ODU-1(RTNRF-1),Jaffna_Templ_Rd_Suth-JA0120-23G/771-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.67027,9.66344,80.0115,80.0255,curw_jaffna,1.4141554433837915,9.6607949,80.0298459,960,2185,1.7121569575124649," 21,826.00 "," 23,058.00 ",23
JA0038,JA0127,Kareiyu-JA0038-26G/1328-23-ODU-1(RTNRF-1),Chundukkuli_Town-JA0127-26G/1328-23-ODU-1(RTNRF-1),Jaffna,Jaffna,9.655278,9.658639,80.020833,80.020833,curw_jaffna,1.0763522440965134,9.6607949,80.0298459,757,1982,0.371745178841876," 25,014.50 "," 26,022.50 ",26
CM0145,CM0974,Katubedda-CM0145-26G/1240-24-ODU-1(RTNRF-1),Lunawa North-CM0974-26G/1240-24-ODU-1(RTNRF-1),Colombo,Colombo,6.79432,6.791944,79.882,79.875556,curw_kohuwala,7.533402261220452,6.860887,79.885825,145,1370,0.7592575750785442," 26,106.50 "," 25,098.50 ",26
